season,competition,event,instance_of_event_in_competition,gender,round,race,Place,Start Pos.,Warn.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,lap,laptime,lap_start_position,lap_end_position,position_change
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1000m,2,w,Quarterfinals,2,1,1,,,104.0,Marie-EveDROLET,6059,CAN,"
						1:32.777 
					",Q,5,9.86,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1000m,2,w,Quarterfinals,2,1,1,,,104.0,Marie-EveDROLET,6059,CAN,"
						1:32.777 
					",Q,6,9.78,2.0,1.0,1.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1000m,2,w,Quarterfinals,2,1,1,,,104.0,Marie-EveDROLET,6059,CAN,"
						1:32.777 
					",Q,7,9.73,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1000m,2,w,Quarterfinals,2,1,1,,,104.0,Marie-EveDROLET,6059,CAN,"
						1:32.777 
					",Q,8,9.63,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1000m,2,w,Quarterfinals,2,1,1,,,104.0,Marie-EveDROLET,6059,CAN,"
						1:32.777 
					",Q,9,9.93,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1000m,2,w,Semifinals,1,1,1,,,104.0,Marie-EveDROLET,6059,CAN,"
						1:32.953 
					",QA,1,13.07,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1000m,2,w,Semifinals,1,1,1,,,104.0,Marie-EveDROLET,6059,CAN,"
						1:32.953 
					",QA,2,10.43,1.0,2.0,-1.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1000m,2,w,Semifinals,1,1,1,,,104.0,Marie-EveDROLET,6059,CAN,"
						1:32.953 
					",QA,3,10.11,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1000m,2,w,Semifinals,1,1,1,,,104.0,Marie-EveDROLET,6059,CAN,"
						1:32.953 
					",QA,4,9.94,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1000m,2,w,Semifinals,1,1,1,,,104.0,Marie-EveDROLET,6059,CAN,"
						1:32.953 
					",QA,5,10.31,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1000m,2,w,Semifinals,1,1,1,,,104.0,Marie-EveDROLET,6059,CAN,"
						1:32.953 
					",QA,6,10.15,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1000m,2,w,Semifinals,1,1,1,,,104.0,Marie-EveDROLET,6059,CAN,"
						1:32.953 
					",QA,7,9.61,2.0,1.0,1.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1000m,2,w,Semifinals,1,1,1,,,104.0,Marie-EveDROLET,6059,CAN,"
						1:32.953 
					",QA,8,9.56,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1000m,2,w,Semifinals,1,1,1,,,104.0,Marie-EveDROLET,6059,CAN,"
						1:32.953 
					",QA,9,9.78,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,-1,m,Heats,5,1,1,,,51.0,KWAKYoon-Gy,6120,KOR,"
						2:29.632 
					",Q,2,14.02,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,-1,m,Heats,5,1,1,,,51.0,KWAKYoon-Gy,6120,KOR,"
						2:29.632 
					",Q,3,12.33,1.0,2.0,-1.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,-1,m,Heats,5,1,1,,,51.0,KWAKYoon-Gy,6120,KOR,"
						2:29.632 
					",Q,4,12.25,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,-1,m,Heats,5,1,1,,,51.0,KWAKYoon-Gy,6120,KOR,"
						2:29.632 
					",Q,5,11.87,2.0,3.0,-1.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,-1,m,Heats,5,1,1,,,51.0,KWAKYoon-Gy,6120,KOR,"
						2:29.632 
					",Q,6,10.86,3.0,4.0,-1.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,-1,m,Heats,5,1,1,,,51.0,KWAKYoon-Gy,6120,KOR,"
						2:29.632 
					",Q,7,10.64,4.0,4.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,-1,m,Heats,5,1,1,,,51.0,KWAKYoon-Gy,6120,KOR,"
						2:29.632 
					",Q,8,10.52,4.0,4.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,-1,m,Heats,5,1,1,,,51.0,KWAKYoon-Gy,6120,KOR,"
						2:29.632 
					",Q,9,10.1,4.0,4.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,-1,m,Heats,5,1,1,,,51.0,KWAKYoon-Gy,6120,KOR,"
						2:29.632 
					",Q,10,10.06,4.0,4.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,-1,m,Heats,5,1,1,,,51.0,KWAKYoon-Gy,6120,KOR,"
						2:29.632 
					",Q,11,9.73,4.0,4.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,-1,m,Heats,5,1,1,,,51.0,KWAKYoon-Gy,6120,KOR,"
						2:29.632 
					",Q,12,9.16,4.0,3.0,1.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,-1,m,Heats,5,1,1,,,51.0,KWAKYoon-Gy,6120,KOR,"
						2:29.632 
					",Q,13,9.41,3.0,2.0,1.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,-1,m,Heats,5,1,1,,,51.0,KWAKYoon-Gy,6120,KOR,"
						2:29.632 
					",Q,14,9.36,2.0,1.0,1.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,-1,m,Semifinals,1,2,4,,,51.0,KWAKYoon-Gy,6120,KOR,"
						2:22.417 
					",QA,2,12.66,1.0,2.0,-1.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,-1,m,Semifinals,1,2,4,,,51.0,KWAKYoon-Gy,6120,KOR,"
						2:22.417 
					",QA,3,11.96,2.0,3.0,-1.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,-1,m,Semifinals,1,2,4,,,51.0,KWAKYoon-Gy,6120,KOR,"
						2:22.417 
					",QA,4,12.11,3.0,2.0,1.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,-1,m,Semifinals,1,2,4,,,51.0,KWAKYoon-Gy,6120,KOR,"
						2:22.417 
					",QA,5,10.84,2.0,3.0,-1.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,-1,m,Semifinals,1,2,4,,,51.0,KWAKYoon-Gy,6120,KOR,"
						2:22.417 
					",QA,6,10.53,3.0,1.0,2.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,-1,m,Semifinals,1,2,4,,,51.0,KWAKYoon-Gy,6120,KOR,"
						2:22.417 
					",QA,7,9.91,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,-1,m,Semifinals,1,2,4,,,51.0,KWAKYoon-Gy,6120,KOR,"
						2:22.417 
					",QA,8,9.84,1.0,2.0,-1.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,-1,m,Semifinals,1,2,4,,,51.0,KWAKYoon-Gy,6120,KOR,"
						2:22.417 
					",QA,9,9.69,2.0,1.0,1.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,-1,m,Semifinals,1,2,4,,,51.0,KWAKYoon-Gy,6120,KOR,"
						2:22.417 
					",QA,10,9.51,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,-1,m,Semifinals,1,2,4,,,51.0,KWAKYoon-Gy,6120,KOR,"
						2:22.417 
					",QA,11,9.15,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,-1,m,Semifinals,1,2,4,,,51.0,KWAKYoon-Gy,6120,KOR,"
						2:22.417 
					",QA,12,9.05,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,-1,m,Semifinals,1,2,4,,,51.0,KWAKYoon-Gy,6120,KOR,"
						2:22.417 
					",QA,13,9.02,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1500m,-1,m,Semifinals,1,2,4,,,51.0,KWAKYoon-Gy,6120,KOR,"
						2:22.417 
					",QA,14,9.42,1.0,2.0,-1.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1000m,1,m,Quarterfinals,1,2,1,,,62.0,KNEGTSjinkie,7352,NED,"
						1:30.115 
					",Q,1,12.4,1.0,2.0,-1.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1000m,1,m,Quarterfinals,1,2,1,,,62.0,KNEGTSjinkie,7352,NED,"
						1:30.115 
					",Q,2,10.06,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1000m,1,m,Quarterfinals,1,2,1,,,62.0,KNEGTSjinkie,7352,NED,"
						1:30.115 
					",Q,3,10.16,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1000m,1,m,Quarterfinals,1,2,1,,,62.0,KNEGTSjinkie,7352,NED,"
						1:30.115 
					",Q,4,10.02,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1000m,1,m,Quarterfinals,1,2,1,,,62.0,KNEGTSjinkie,7352,NED,"
						1:30.115 
					",Q,5,9.6,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1000m,1,m,Quarterfinals,1,2,1,,,62.0,KNEGTSjinkie,7352,NED,"
						1:30.115 
					",Q,6,9.27,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1000m,1,m,Quarterfinals,1,2,1,,,62.0,KNEGTSjinkie,7352,NED,"
						1:30.115 
					",Q,7,9.52,2.0,3.0,-1.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1000m,1,m,Quarterfinals,1,2,1,,,62.0,KNEGTSjinkie,7352,NED,"
						1:30.115 
					",Q,8,9.66,3.0,2.0,1.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1000m,1,m,Quarterfinals,1,2,1,,,62.0,KNEGTSjinkie,7352,NED,"
						1:30.115 
					",Q,9,9.43,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1000m,1,m,Semifinals,1,1,4,,,62.0,KNEGTSjinkie,7352,NED,"
						1:31.938 
					",QA,1,13.74,4.0,4.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1000m,1,m,Semifinals,1,1,4,,,62.0,KNEGTSjinkie,7352,NED,"
						1:31.938 
					",QA,2,10.85,4.0,4.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1000m,1,m,Semifinals,1,1,4,,,62.0,KNEGTSjinkie,7352,NED,"
						1:31.938 
					",QA,3,10.38,4.0,4.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1000m,1,m,Semifinals,1,1,4,,,62.0,KNEGTSjinkie,7352,NED,"
						1:31.938 
					",QA,4,9.84,4.0,3.0,1.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1000m,1,m,Semifinals,1,1,4,,,62.0,KNEGTSjinkie,7352,NED,"
						1:31.938 
					",QA,5,9.88,3.0,3.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1000m,1,m,Semifinals,1,1,4,,,62.0,KNEGTSjinkie,7352,NED,"
						1:31.938 
					",QA,6,9.59,3.0,2.0,1.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1000m,1,m,Semifinals,1,1,4,,,62.0,KNEGTSjinkie,7352,NED,"
						1:31.938 
					",QA,7,9.28,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1000m,1,m,Semifinals,1,1,4,,,62.0,KNEGTSjinkie,7352,NED,"
						1:31.938 
					",QA,8,9.04,2.0,1.0,1.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",1000m,1,m,Semifinals,1,1,4,,,62.0,KNEGTSjinkie,7352,NED,"
						1:31.938 
					",QA,9,9.34,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",500m,-1,m,Quarterfinals,4,2,2,,,51.0,KWAKYoon-Gy,6120,KOR,"
						42.232 
					",Q,2,8.96,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",500m,-1,m,Quarterfinals,4,2,2,,,51.0,KWAKYoon-Gy,6120,KOR,"
						42.232 
					",Q,3,8.66,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",500m,-1,m,Quarterfinals,4,2,2,,,51.0,KWAKYoon-Gy,6120,KOR,"
						42.232 
					",Q,4,8.94,2.0,3.0,-1.0
2011-2012,"ISU World Cup 2011/2012, NED, Dordrecht",500m,-1,m,Quarterfinals,4,2,2,,,51.0,KWAKYoon-Gy,6120,KOR,"
						42.232 
					",Q,5,8.75,3.0,2.0,1.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,FinalB,1,2,1,,,107.0,Marie-EveDROLET,6059,CAN,"
						2:38.053 
					",,2,14.13,3.0,1.0,2.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,FinalB,1,2,1,,,107.0,Marie-EveDROLET,6059,CAN,"
						2:38.053 
					",,3,13.86,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,FinalB,1,2,1,,,107.0,Marie-EveDROLET,6059,CAN,"
						2:38.053 
					",,4,13.72,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,FinalB,1,2,1,,,107.0,Marie-EveDROLET,6059,CAN,"
						2:38.053 
					",,5,13.03,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,FinalB,1,2,1,,,107.0,Marie-EveDROLET,6059,CAN,"
						2:38.053 
					",,6,12.56,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,FinalB,1,2,1,,,107.0,Marie-EveDROLET,6059,CAN,"
						2:38.053 
					",,7,11.48,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,FinalB,1,2,1,,,107.0,Marie-EveDROLET,6059,CAN,"
						2:38.053 
					",,8,11.08,1.0,2.0,-1.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,FinalB,1,2,1,,,107.0,Marie-EveDROLET,6059,CAN,"
						2:38.053 
					",,9,10.35,2.0,3.0,-1.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,FinalB,1,2,1,,,107.0,Marie-EveDROLET,6059,CAN,"
						2:38.053 
					",,10,9.62,3.0,3.0,-0.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,FinalB,1,2,1,,,107.0,Marie-EveDROLET,6059,CAN,"
						2:38.053 
					",,11,9.33,3.0,3.0,-0.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,FinalB,1,2,1,,,107.0,Marie-EveDROLET,6059,CAN,"
						2:38.053 
					",,12,9.7,3.0,2.0,1.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,FinalB,1,2,1,,,107.0,Marie-EveDROLET,6059,CAN,"
						2:38.053 
					",,13,9.48,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,FinalB,1,2,1,,,107.0,Marie-EveDROLET,6059,CAN,"
						2:38.053 
					",,14,9.63,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,Semifinals,1,3,1,,,107.0,Marie-EveDROLET,6059,CAN,"
						2:25.854 
					",QB,2,12.56,1.0,4.0,-3.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,Semifinals,1,3,1,,,107.0,Marie-EveDROLET,6059,CAN,"
						2:25.854 
					",QB,3,11.15,4.0,4.0,-0.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,Semifinals,1,3,1,,,107.0,Marie-EveDROLET,6059,CAN,"
						2:25.854 
					",QB,4,11.33,4.0,4.0,-0.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,Semifinals,1,3,1,,,107.0,Marie-EveDROLET,6059,CAN,"
						2:25.854 
					",QB,5,10.7,4.0,4.0,-0.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,Semifinals,1,3,1,,,107.0,Marie-EveDROLET,6059,CAN,"
						2:25.854 
					",QB,6,10.3,4.0,4.0,-0.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,Semifinals,1,3,1,,,107.0,Marie-EveDROLET,6059,CAN,"
						2:25.854 
					",QB,7,10.16,4.0,1.0,3.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,Semifinals,1,3,1,,,107.0,Marie-EveDROLET,6059,CAN,"
						2:25.854 
					",QB,8,10.36,1.0,2.0,-1.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,Semifinals,1,3,1,,,107.0,Marie-EveDROLET,6059,CAN,"
						2:25.854 
					",QB,9,10.12,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,Semifinals,1,3,1,,,107.0,Marie-EveDROLET,6059,CAN,"
						2:25.854 
					",QB,10,10.37,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,Semifinals,1,3,1,,,107.0,Marie-EveDROLET,6059,CAN,"
						2:25.854 
					",QB,11,10.14,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,Semifinals,1,3,1,,,107.0,Marie-EveDROLET,6059,CAN,"
						2:25.854 
					",QB,12,9.74,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,Semifinals,1,3,1,,,107.0,Marie-EveDROLET,6059,CAN,"
						2:25.854 
					",QB,13,9.72,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,Semifinals,1,3,1,,,107.0,Marie-EveDROLET,6059,CAN,"
						2:25.854 
					",QB,14,9.92,2.0,3.0,-1.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,Semifinals,2,PEN,5,,,131.0,AriannaFONTANA,6227,ITA,"
						PEN
					",,2,12.29,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,Semifinals,2,PEN,5,,,131.0,AriannaFONTANA,6227,ITA,"
						PEN
					",,3,11.36,1.0,2.0,-1.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,Semifinals,2,PEN,5,,,131.0,AriannaFONTANA,6227,ITA,"
						PEN
					",,4,11.57,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,Semifinals,2,PEN,5,,,131.0,AriannaFONTANA,6227,ITA,"
						PEN
					",,5,12.18,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,Semifinals,2,PEN,5,,,131.0,AriannaFONTANA,6227,ITA,"
						PEN
					",,6,12.38,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,Semifinals,2,PEN,5,,,131.0,AriannaFONTANA,6227,ITA,"
						PEN
					",,7,12.12,2.0,3.0,-1.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,Semifinals,2,PEN,5,,,131.0,AriannaFONTANA,6227,ITA,"
						PEN
					",,8,10.64,3.0,3.0,-0.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,Semifinals,2,PEN,5,,,131.0,AriannaFONTANA,6227,ITA,"
						PEN
					",,9,10.5,3.0,3.0,-0.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,Semifinals,2,PEN,5,,,131.0,AriannaFONTANA,6227,ITA,"
						PEN
					",,10,9.99,3.0,2.0,1.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,Semifinals,2,PEN,5,,,131.0,AriannaFONTANA,6227,ITA,"
						PEN
					",,11,9.63,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,Semifinals,2,PEN,5,,,131.0,AriannaFONTANA,6227,ITA,"
						PEN
					",,12,9.63,2.0,2.0,-0.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,1,w,Semifinals,2,PEN,5,,,131.0,AriannaFONTANA,6227,ITA,"
						PEN
					",,13,21.5,2.0,6.0,-4.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",500m,-1,w,Semifinals,2,1,1,,,131.0,AriannaFONTANA,6227,ITA,"
						43.925 
					",QA,2,9.47,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",500m,-1,w,Semifinals,2,1,1,,,131.0,AriannaFONTANA,6227,ITA,"
						43.925 
					",QA,3,8.91,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",500m,-1,w,Semifinals,2,1,1,,,131.0,AriannaFONTANA,6227,ITA,"
						43.925 
					",QA,4,9.09,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",500m,-1,w,Semifinals,2,1,1,,,131.0,AriannaFONTANA,6227,ITA,"
						43.925 
					",QA,5,9.38,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,2,m,Semifinals,3,1,1,,,251.0,KWAKYoon-Gy,6120,KOR,"
						2:21.919 
					",QA,2,12.94,3.0,4.0,-1.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,2,m,Semifinals,3,1,1,,,251.0,KWAKYoon-Gy,6120,KOR,"
						2:21.919 
					",QA,3,12.22,4.0,4.0,-0.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,2,m,Semifinals,3,1,1,,,251.0,KWAKYoon-Gy,6120,KOR,"
						2:21.919 
					",QA,4,11.0,4.0,5.0,-1.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,2,m,Semifinals,3,1,1,,,251.0,KWAKYoon-Gy,6120,KOR,"
						2:21.919 
					",QA,5,10.21,5.0,1.0,4.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,2,m,Semifinals,3,1,1,,,251.0,KWAKYoon-Gy,6120,KOR,"
						2:21.919 
					",QA,6,10.23,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,2,m,Semifinals,3,1,1,,,251.0,KWAKYoon-Gy,6120,KOR,"
						2:21.919 
					",QA,7,9.95,1.0,2.0,-1.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,2,m,Semifinals,3,1,1,,,251.0,KWAKYoon-Gy,6120,KOR,"
						2:21.919 
					",QA,8,9.75,2.0,4.0,-2.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,2,m,Semifinals,3,1,1,,,251.0,KWAKYoon-Gy,6120,KOR,"
						2:21.919 
					",QA,9,9.81,4.0,4.0,-0.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,2,m,Semifinals,3,1,1,,,251.0,KWAKYoon-Gy,6120,KOR,"
						2:21.919 
					",QA,10,9.67,4.0,4.0,-0.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,2,m,Semifinals,3,1,1,,,251.0,KWAKYoon-Gy,6120,KOR,"
						2:21.919 
					",QA,11,9.49,4.0,4.0,-0.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,2,m,Semifinals,3,1,1,,,251.0,KWAKYoon-Gy,6120,KOR,"
						2:21.919 
					",QA,12,9.31,4.0,1.0,3.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,2,m,Semifinals,3,1,1,,,251.0,KWAKYoon-Gy,6120,KOR,"
						2:21.919 
					",QA,13,8.85,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m,2,m,Semifinals,3,1,1,,,251.0,KWAKYoon-Gy,6120,KOR,"
						2:21.919 
					",QA,14,9.41,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",500m,-1,w,Semifinals,1,1,1,,,29.0,AriannaFONTANA,6227,ITA,"
						44.499 
					",QA,2,9.53,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",500m,-1,w,Semifinals,1,1,1,,,29.0,AriannaFONTANA,6227,ITA,"
						44.499 
					",QA,3,9.04,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",500m,-1,w,Semifinals,1,1,1,,,29.0,AriannaFONTANA,6227,ITA,"
						44.499 
					",QA,4,9.32,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",500m,-1,w,Semifinals,1,1,1,,,29.0,AriannaFONTANA,6227,ITA,"
						44.499 
					",QA,5,9.46,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",500m,-1,w,Quarterfinals,2,1,1,,,29.0,AriannaFONTANA,6227,ITA,"
						44.363 
					",Q,2,9.52,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",500m,-1,w,Quarterfinals,2,1,1,,,29.0,AriannaFONTANA,6227,ITA,"
						44.363 
					",Q,3,9.01,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",500m,-1,w,Quarterfinals,2,1,1,,,29.0,AriannaFONTANA,6227,ITA,"
						44.363 
					",Q,4,9.19,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",500m,-1,w,Quarterfinals,2,1,1,,,29.0,AriannaFONTANA,6227,ITA,"
						44.363 
					",Q,5,9.51,1.0,1.0,-0.0
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1500m,-1,w,Semifinals,2,2,1,,,29.0,AriannaFONTANA,6227,ITA,"
						2:24.935 
					",QA,2,13.38,3.0,3.0,-0.0
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1500m,-1,w,Semifinals,2,2,1,,,29.0,AriannaFONTANA,6227,ITA,"
						2:24.935 
					",QA,3,11.57,3.0,3.0,-0.0
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1500m,-1,w,Semifinals,2,2,1,,,29.0,AriannaFONTANA,6227,ITA,"
						2:24.935 
					",QA,4,10.49,3.0,4.0,-1.0
